split,xml_file,scene_id,sar_product,polarization,swath,wind_speed,wind_direction,num_ships,vessel_name,vessel_length,is_vessel,confidence,distance_to_shore
train,DB_OPENSAR_VD_1106.xml,DB_OPENSAR_DVD_1106,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.1,250.4657,2,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1106.xml,DB_OPENSAR_DVD_1106,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.1,250.4657,2,Ship_2,147.6862222,True,HIGH,9999.99
train,DB_OPENSAR_VD_1113.xml,DB_OPENSAR_DVD_1113,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,5.9,247.429,1,Ship_1,147.4833259,True,HIGH,9999.99
train,DB_OPENSAR_VD_1119.xml,DB_OPENSAR_DVD_1119,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,5.6,251.4272,2,Ship_1,209.1234623,True,HIGH,9999.99
train,DB_OPENSAR_VD_1119.xml,DB_OPENSAR_DVD_1119,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,5.6,251.4272,2,Ship_2,117.4598938,True,HIGH,9.57677
train,DB_OPENSAR_VD_1120.xml,DB_OPENSAR_DVD_1120,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,5.7,250.4364,2,Ship_1,192.2448757,True,HIGH,9999.99
train,DB_OPENSAR_VD_1120.xml,DB_OPENSAR_DVD_1120,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,5.7,250.4364,2,Ship_2,151.0201048,True,HIGH,9999.99
train,DB_OPENSAR_VD_1124.xml,DB_OPENSAR_DVD_1124,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,5.6,249.4254,1,Ship_1,154.1705195,True,HIGH,9999.99
train,DB_OPENSAR_VD_1125.xml,DB_OPENSAR_DVD_1125,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,5.4,248.4346,1,Ship_1,147.3811712,True,HIGH,9999.99
train,DB_OPENSAR_VD_1128.xml,DB_OPENSAR_DVD_1128,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,252.4237,1,Ship_1,126.0692535,True,HIGH,9999.99
test,DB_OPENSAR_VD_114.xml,DB_OPENSAR_DVD_114,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,3.0,43.5207,1,Ship_1,26.80559905,True,HIGH,9999.99
train,DB_OPENSAR_VD_1142.xml,DB_OPENSAR_DVD_1142,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.5,252.4166,1,Ship_1,165.9721488,True,HIGH,9999.99
train,DB_OPENSAR_VD_1145.xml,DB_OPENSAR_DVD_1145,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.4,253.4149,3,Ship_1,78.14723305,True,HIGH,9999.99
train,DB_OPENSAR_VD_1145.xml,DB_OPENSAR_DVD_1145,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.4,253.4149,3,Ship_2,162.1382085,True,HIGH,9999.99
train,DB_OPENSAR_VD_1145.xml,DB_OPENSAR_DVD_1145,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.4,253.4149,3,Ship_3,165.2258224,True,HIGH,8.85824
train,DB_OPENSAR_VD_1146.xml,DB_OPENSAR_DVD_1146,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,5.9,248.424,1,Ship_1,173.8836461,True,HIGH,9999.99
train,DB_OPENSAR_VD_1149.xml,DB_OPENSAR_DVD_1149,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,251.4131,5,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1149.xml,DB_OPENSAR_DVD_1149,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,251.4131,5,Ship_2,179.4254218,True,HIGH,9999.99
train,DB_OPENSAR_VD_1149.xml,DB_OPENSAR_DVD_1149,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,251.4131,5,Ship_3,196.9880722,True,HIGH,9999.99
train,DB_OPENSAR_VD_1149.xml,DB_OPENSAR_DVD_1149,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,251.4131,5,Ship_4,185.6340693,True,HIGH,9.18313
train,DB_OPENSAR_VD_1149.xml,DB_OPENSAR_DVD_1149,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,251.4131,5,Ship_5,172.1970694,True,HIGH,7.77803
train,DB_OPENSAR_VD_1156.xml,DB_OPENSAR_DVD_1156,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,252.4105,3,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1156.xml,DB_OPENSAR_DVD_1156,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,252.4105,3,Ship_2,195.5708642,True,HIGH,9999.99
train,DB_OPENSAR_VD_1156.xml,DB_OPENSAR_DVD_1156,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,252.4105,3,Ship_3,176.2026438,True,HIGH,9999.99
train,DB_OPENSAR_VD_1158.xml,DB_OPENSAR_DVD_1158,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,252.4087,2,Ship_1,178.8093463,True,HIGH,9.32479
train,DB_OPENSAR_VD_1158.xml,DB_OPENSAR_DVD_1158,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.2,252.4087,2,Ship_2,179.6242132,True,HIGH,9999.99
train,DB_OPENSAR_VD_1159.xml,DB_OPENSAR_DVD_1159,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.4,251.4178,2,Ship_1,181.1001809,True,HIGH,9999.99
train,DB_OPENSAR_VD_1159.xml,DB_OPENSAR_DVD_1159,S1A_IW_SLC__1SDV_20200724T053002_20200724T053032_033592_03E4A8_F5D5,DV,3,6.4,251.4178,2,Ship_2,152.1190229,True,HIGH,9999.99
test,DB_OPENSAR_VD_117.xml,DB_OPENSAR_DVD_117,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,2.0,43.5162,1,Ship_1,,True,LOW,9999.99
train,DB_OPENSAR_VD_1202.xml,DB_OPENSAR_DVD_1202,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,7.2,227.5514,1,Ship_1,29.24952708,True,HIGH,9999.99
train,DB_OPENSAR_VD_1205.xml,DB_OPENSAR_DVD_1205,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.8,226.5504,1,Ship_1,135.4477235,True,HIGH,9999.99
train,DB_OPENSAR_VD_1212.xml,DB_OPENSAR_DVD_1212,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,7.0,233.5198,2,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1212.xml,DB_OPENSAR_DVD_1212,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,7.0,233.5198,2,Ship_2,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1213.xml,DB_OPENSAR_DVD_1213,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.7,226.5402,3,Ship_1,,False,HIGH,9999.99
train,DB_OPENSAR_VD_1213.xml,DB_OPENSAR_DVD_1213,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.7,226.5402,3,Ship_2,35.64462164,True,HIGH,9999.99
train,DB_OPENSAR_VD_1213.xml,DB_OPENSAR_DVD_1213,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.7,226.5402,3,Ship_3,33.98027131,False,HIGH,9999.99
test,DB_OPENSAR_VD_122.xml,DB_OPENSAR_DVD_122,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,1.8,29.4815,2,Ship_1,,True,MEDIUM,4.17803
test,DB_OPENSAR_VD_122.xml,DB_OPENSAR_DVD_122,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,1.8,29.4815,2,Ship_2,42.91944658,True,MEDIUM,4.18261
train,DB_OPENSAR_VD_1221.xml,DB_OPENSAR_DVD_1221,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.6,237.5034,6,Ship_1,,False,HIGH,4.1404
train,DB_OPENSAR_VD_1221.xml,DB_OPENSAR_DVD_1221,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.6,237.5034,6,Ship_2,,False,HIGH,5.173
train,DB_OPENSAR_VD_1221.xml,DB_OPENSAR_DVD_1221,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.6,237.5034,6,Ship_3,,False,HIGH,7.25414
train,DB_OPENSAR_VD_1221.xml,DB_OPENSAR_DVD_1221,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.6,237.5034,6,Ship_4,65.04851876,False,HIGH,3.55641
train,DB_OPENSAR_VD_1221.xml,DB_OPENSAR_DVD_1221,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.6,237.5034,6,Ship_5,50.43467828,True,HIGH,4.95358
train,DB_OPENSAR_VD_1221.xml,DB_OPENSAR_DVD_1221,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.6,237.5034,6,Ship_6,45.97223029,True,HIGH,4.40264
train,DB_OPENSAR_VD_1249.xml,DB_OPENSAR_DVD_1249,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,5.4,219.5387,1,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1257.xml,DB_OPENSAR_DVD_1257,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.8,235.4948,2,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1257.xml,DB_OPENSAR_DVD_1257,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.8,235.4948,2,Ship_2,,True,MEDIUM,9999.99
test,DB_OPENSAR_VD_126.xml,DB_OPENSAR_DVD_126,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,2.1,29.4747,1,Ship_1,134.4,True,HIGH,1.06553
train,DB_OPENSAR_VD_1289.xml,DB_OPENSAR_DVD_1289,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.6,237.4856,2,Ship_1,206.674257,True,HIGH,9999.99
train,DB_OPENSAR_VD_1289.xml,DB_OPENSAR_DVD_1289,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99,DV,3,6.6,237.4856,2,Ship_2,56.06938899,True,HIGH,9999.99
train,DB_OPENSAR_VD_1307.xml,DB_OPENSAR_DVD_1307,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,1,4.1,226.6783,1,Ship_1,160.6659392,True,HIGH,9999.99
train,DB_OPENSAR_VD_1321.xml,DB_OPENSAR_DVD_1321,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,1,4.1,228.6738,2,Ship_1,62.72657551,True,HIGH,9999.99
train,DB_OPENSAR_VD_1321.xml,DB_OPENSAR_DVD_1321,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,1,4.1,228.6738,2,Ship_2,128.425,True,HIGH,9999.99
test,DB_OPENSAR_VD_134.xml,DB_OPENSAR_DVD_134,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,0.7,43.4714,1,Ship_1,55.62602059,True,HIGH,8.51405
test,DB_OPENSAR_VD_138.xml,DB_OPENSAR_DVD_138,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,1.1,38.4695,3,Ship_1,92.91001003,True,HIGH,7.46844
test,DB_OPENSAR_VD_138.xml,DB_OPENSAR_DVD_138,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,1.1,38.4695,3,Ship_2,62.29774633,True,HIGH,6.30212
test,DB_OPENSAR_VD_138.xml,DB_OPENSAR_DVD_138,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,1.1,38.4695,3,Ship_3,79.22458298,True,HIGH,7.80713
train,DB_OPENSAR_VD_1380.xml,DB_OPENSAR_DVD_1380,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,1,5.0,229.6592,1,Ship_1,105.7147017,True,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_1,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_2,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_3,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_4,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_5,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_6,,True,MEDIUM,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_7,,False,HIGH,9.99461
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_8,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_9,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_10,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_11,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_12,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_13,,False,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_14,38.03710769,False,HIGH,9.88834
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_15,35.44674516,True,HIGH,9999.99
test,DB_OPENSAR_VD_14.xml,DB_OPENSAR_DVD_14,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,2.0,94.6629,16,Ship_16,30.33661701,False,HIGH,9999.99
train,DB_OPENSAR_VD_1434.xml,DB_OPENSAR_DVD_1434,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,5.0,229.4923,1,Ship_1,199.9702475,True,HIGH,9999.99
train,DB_OPENSAR_VD_1463.xml,DB_OPENSAR_DVD_1463,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,5.6,223.4818,2,Ship_1,,True,LOW,9999.99
train,DB_OPENSAR_VD_1463.xml,DB_OPENSAR_DVD_1463,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,5.6,223.4818,2,Ship_2,155.4340207,True,HIGH,9999.99
train,DB_OPENSAR_VD_1474.xml,DB_OPENSAR_DVD_1474,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.2,236.4288,1,Ship_1,55.41139522,True,HIGH,9999.99
train,DB_OPENSAR_VD_1478.xml,DB_OPENSAR_DVD_1478,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.3,234.427,1,Ship_1,144.7524419,True,HIGH,9999.99
train,DB_OPENSAR_VD_1479.xml,DB_OPENSAR_DVD_1479,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.8,225.4506,1,Ship_1,160.6502499,True,HIGH,9999.99
train,DB_OPENSAR_VD_1482.xml,DB_OPENSAR_DVD_1482,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.0,237.4253,1,Ship_1,129.0157049,True,HIGH,9999.99
train,DB_OPENSAR_VD_1489.xml,DB_OPENSAR_DVD_1489,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.2,238.4209,1,Ship_1,192.2448757,True,HIGH,9999.99
train,DB_OPENSAR_VD_1490.xml,DB_OPENSAR_DVD_1490,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.5,227.4444,1,Ship_1,145.0480816,True,HIGH,9999.99
train,DB_OPENSAR_VD_1493.xml,DB_OPENSAR_DVD_1493,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.5,238.4182,1,Ship_1,78.14723305,True,HIGH,9999.99
train,DB_OPENSAR_VD_1495.xml,DB_OPENSAR_DVD_1495,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.3,242.4165,3,Ship_1,,True,LOW,9999.99
train,DB_OPENSAR_VD_1495.xml,DB_OPENSAR_DVD_1495,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.3,242.4165,3,Ship_2,135.5375578,True,HIGH,9999.99
train,DB_OPENSAR_VD_1495.xml,DB_OPENSAR_DVD_1495,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.3,242.4165,3,Ship_3,32.56948524,True,MEDIUM,8.87232
train,DB_OPENSAR_VD_1496.xml,DB_OPENSAR_DVD_1496,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.4,241.4147,3,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1496.xml,DB_OPENSAR_DVD_1496,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.4,241.4147,3,Ship_2,141.3126308,True,HIGH,9999.99
train,DB_OPENSAR_VD_1496.xml,DB_OPENSAR_DVD_1496,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.4,241.4147,3,Ship_3,176.8947973,True,HIGH,9.19919
train,DB_OPENSAR_VD_1498.xml,DB_OPENSAR_DVD_1498,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.6,242.4138,7,Ship_1,,True,LOW,9999.99
train,DB_OPENSAR_VD_1498.xml,DB_OPENSAR_DVD_1498,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.6,242.4138,7,Ship_2,183.0,True,HIGH,9999.99
train,DB_OPENSAR_VD_1498.xml,DB_OPENSAR_DVD_1498,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.6,242.4138,7,Ship_3,177.6690207,True,HIGH,8.8961
train,DB_OPENSAR_VD_1498.xml,DB_OPENSAR_DVD_1498,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.6,242.4138,7,Ship_4,29.82529778,True,HIGH,8.23956
train,DB_OPENSAR_VD_1498.xml,DB_OPENSAR_DVD_1498,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.6,242.4138,7,Ship_5,186.6747123,True,HIGH,7.61952
train,DB_OPENSAR_VD_1498.xml,DB_OPENSAR_DVD_1498,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.6,242.4138,7,Ship_6,14.32864671,False,HIGH,6.46364
train,DB_OPENSAR_VD_1498.xml,DB_OPENSAR_DVD_1498,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.6,242.4138,7,Ship_7,140.6202474,True,HIGH,9999.99
train,DB_OPENSAR_VD_1499.xml,DB_OPENSAR_DVD_1499,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.3,232.423,2,Ship_1,206.6797729,True,HIGH,9999.99
