partition,product_type,scene_id,detect_id,SLC_product_identifier,swath_index,detect_lat,detect_lon,detect_scene_column,detect_scene_row,top,left,bottom,right,vessel_length_m,source,is_vessel,is_fishing,global_shoreline_vector_distance_from_shore_km,xView3_shoreline_distance_from_shore_km,confidence
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.67931181999999523669_-20.63759343999999984476,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.67931182,-20.63759344,15661.0,6173.0,6174.0,15656.0,6172.0,15666.0,,manual,True,,0.55969765798685,0.3327689293744943,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.43694542999999441690_-21.17495764999999963152,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.43694543,-21.17495765,20212.0,3883.0,3886.0,20206.0,3881.0,20219.0,,ais/manual,False,,0.9135436123907076,0.914471323628954,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.04643013000000451029_-20.67277410999999887053,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,66.04643013,-20.67277411,18313.0,9022.0,9024.0,18307.0,9020.0,18316.0,,manual,True,,9999.99,9999.99,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.90562801000000092699_-19.83464066000000158851,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.90562801,-19.83464066,8457.0,8543.0,8545.0,8450.0,8541.0,8465.0,,manual,True,,0.3077917490266164,0.1583172424800407,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.58151128000000085194_-20.38509584000000174342,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.58151128,-20.38509584,12310.0,5595.0,5598.0,12301.0,5592.0,12317.0,,manual,True,,0.0200239585599929,3.400170801122945,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.04952914000000419037_-20.69657637999999977296,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,66.04952914,-20.69657638,18595.0,9029.0,9031.0,18589.0,9028.0,18599.0,,manual,True,,9999.99,9999.99,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.59250788999999315365_-20.91033099999999933516,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.59250789,-20.910331,18144.0,5294.0,5296.0,18137.0,5291.0,18152.0,,manual,True,,0.1162485253945751,0.3300666664017859,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.91351161000000047352_-19.43895219999999923743,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.91351161,-19.4389522,4506.0,8911.0,8913.0,4500.0,8909.0,4512.0,,manual,True,,0.0974258660054199,0.021733110743754,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.33776887999999871681_-19.78962276000000031217,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,66.33776888,-19.78962276,10684.0,11949.0,11951.0,10675.0,11946.0,10690.0,8.57,manual,True,,9999.99,9999.99,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.97605484000000330980_-20.39411233999999950584,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.97605484,-20.39411234,14822.0,8674.0,8680.0,14809.0,8668.0,14834.0,30.97572607,ais/manual,True,,0.0059358891739264,0.1855934431460479,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.18257767999999430231_-18.90890338999999897851,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,66.18257768,-18.90890339,968.0,11423.0,11426.0,961.0,11419.0,974.0,15.89,ais/manual,True,,0.1987880817777887,0.0682574388908075,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.90607817000000068219_-19.83483976000000126305,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.90607817,-19.83483976,8466.0,8546.0,8549.0,8457.0,8544.0,8475.0,41.20343161,manual,True,,0.3633452986490247,0.2141964352299526,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.98324671999999679883_-20.70595078999999927305,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.98324672,-20.70595079,18289.0,8503.0,8506.0,18282.0,8500.0,18293.0,9.97,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.60488521000000616823_-21.09645533999999855723,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.60488521,-21.09645534,20344.0,5257.0,5259.0,20335.0,5255.0,20350.0,11.51,ais/manual,True,True,7.948565136647488,7.586943275840854,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.81475679999999783831_-20.31368858000000088282,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.8147568,-20.31368858,12969.0,7472.0,7474.0,12957.0,7469.0,12978.0,9.94,ais/manual,True,,0.0187165351770705,0.064305652481815,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.96593518000000244683_-20.62517562000000026501,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.96593518,-20.62517562,17290.0,8426.0,8431.0,17279.0,8421.0,17298.0,11.1,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.97091738999999677162_-19.68573057000000048333,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.97091739,-19.68573057,7351.0,9166.0,9170.0,7344.0,9163.0,7358.0,8.74,manual,True,,2.255542555121883,2.4426564099214745,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.92061223999999697298_-19.44005759999999938259,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.92061224,-19.4400576,4560.0,8965.0,8968.0,4551.0,8963.0,4568.0,13.65887899,manual,True,,0.1257317258790235,0.2729392076288179,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.86886681999999382242_-19.69336484999999825618,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.86886682,-19.69336485,6805.0,8365.0,8371.0,6790.0,8359.0,6819.0,6.94,manual,True,,0.8325334760626377,1.004837141471816,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.82282026999999402506_-19.38185692000000059920,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.82282027,-19.38185692,3385.0,8250.0,8256.0,3365.0,8244.0,3403.0,15.4148588,ais/manual,True,,0.0253222468931688,0.2761990052457242,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.13229690999999377254_-19.98992583000000067273,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,66.13229691,-19.98992583,11494.0,10195.0,10196.0,11489.0,10194.0,11497.0,14.98,ais/manual,True,True,4.978411192685645,5.240271104839406,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.31135845000000017535_-19.15593180999999844971,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,66.31135845,-19.15593181,4144.0,12228.0,12229.0,4139.0,12227.0,4149.0,7.6,manual,True,,9999.99,9999.99,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.19399941000000353597_-18.90396107000000114340,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,66.19399941,-18.90396107,990.0,11515.0,11517.0,985.0,11514.0,993.0,13.84,manual,True,,1.15262736325828,0.9357340061687796,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.33721583999999893422_-18.87526499999999884949,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,66.33721584,-18.875265,1589.0,12651.0,12656.0,1576.0,12645.0,1599.0,14.8,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.81799132000000440712_-20.31469630000000137215,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,1,65.81799132,-20.3146963,13000.0,7496.0,7499.0,12991.0,7494.0,13006.0,17.54425102,ais/manual,True,,0.0097521868790402,0.0307078061291925,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.28744790999999736414_-22.09966129000000023552,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,66.28744791,-22.09966129,16545.0,9077.0,9082.0,16529.0,9071.0,16559.0,,manual,True,,0.1594724920441222,0.3019140866339931,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.38292685000000403761_-22.43737524000000149726,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.38292685,-22.43737524,15226.0,1721.0,1721.0,15222.0,1719.0,15229.0,,manual,True,,0.0127204738823155,1.5888918757770805,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.45423293000000342090_-22.59362721999999834566,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.45423293,-22.59362722,17608.0,2182.0,2185.0,17595.0,2179.0,17617.0,,manual,True,,0.0037301267720143,0.2879606832612623,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.55269409000000280230_-21.28812051999999965801,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.55269409,-21.28812052,2461.0,3840.0,3844.0,2451.0,3836.0,2469.0,,manual,True,,0.1828356768771863,0.066050004186296,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.41432183999999949719_-22.26846592000000057965,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.41432184,-22.26846592,13322.0,2080.0,2085.0,13307.0,2074.0,13337.0,,manual,True,,0.0066264379749934,1.1566784419728156,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.43016593999999486186_-22.48027723999999949456,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.43016594,-22.48027724,16044.0,2065.0,2068.0,16032.0,2063.0,16054.0,,ais/manual,False,,3.132777796237912,5.13998502449426,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.29947018999999386324_-22.91335773000000131105,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.29947019,-22.91335773,20741.0,754.0,759.0,20723.0,749.0,20758.0,,manual,True,,0.1002353065380041,3.654279373055545,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.30336715999999341875_-22.05530905999999902178,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,66.30336716,-22.05530906,16123.0,9231.0,9239.0,16107.0,9223.0,16140.0,,manual,True,,1.6734505332323066,1.8127074801030671,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.40645265000000563305_-22.27583901999999937971,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.40645265,-22.27583902,13366.0,2013.0,2017.0,13352.0,2009.0,13379.0,,manual,True,,0.5181392613717708,2.013668514460102,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.41183288000000572993_-22.27631599000000051092,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.41183288,-22.27631599,13404.0,2055.0,2058.0,13392.0,2052.0,13416.0,,ais/manual,False,,0.0046199932292122,1.5982367149298389,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.38448028000000533666_-22.43444741000000064446,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.38448028,-22.43444741,15198.0,1735.0,1739.0,15187.0,1731.0,15209.0,,manual,True,,0.0186674476268597,1.7939982374652437,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.26352029999999615484_-22.08280923999999956209,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,66.2635203,-22.08280924,16211.0,8899.0,8902.0,16201.0,8896.0,16219.0,,manual,True,,0.1060321488814996,0.0983040222518381,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.41468385000000296259_-22.53886878000000137945,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.41468385,-22.53886878,16684.0,1905.0,1908.0,16668.0,1902.0,16696.0,,manual,True,,0.0105784851406943,3.916496243739691,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.04690404000000114593_-22.82690871999999870923,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,66.04690404,-22.82690872,24092.0,6720.0,6726.0,24083.0,6715.0,24102.0,,manual,True,,0.0061074535563891,0.6282983793050042,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.17335683000000301490_-21.57956310999999871569,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,66.17335683,-21.57956311,9667.0,8518.0,8521.0,9663.0,8516.0,9671.0,,manual,True,,5.930373465696963,6.049077434146354,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.29853531000000543827_-22.91629337999999904696,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.29853531,-22.91629338,20773.0,745.0,750.0,20756.0,740.0,20790.0,,manual,True,,0.0515178233966399,3.6830603444071808,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.42779615000000603686_-22.22320651000000069075,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.42779615,-22.22320651,12847.0,2216.0,2217.0,12843.0,2215.0,12847.0,,manual,True,,0.1037815957962308,1.0102648337451965,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.28758969999999806078_-22.50486704000000059978,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.2875897,-22.50486704,15496.0,924.0,926.0,15489.0,922.0,15502.0,,manual,True,,0.0101083243044853,3.676291644667,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.44515579999999488336_-21.83428745000000148480,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.4451558,-21.83428745,8231.0,2615.0,2617.0,8225.0,2613.0,8238.0,,manual,True,,0.5136830345520079,0.5569248967873154,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.44803136999999537693_-21.83351623000000074626,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.44803137,-21.83351623,8239.0,2638.0,2640.0,8233.0,2637.0,8243.0,,manual,True,,0.1996204842491005,0.8649446859645293,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.45312581000000307085_-22.53995688999999913449,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,66.45312581,-22.53995689,22947.0,10110.0,10114.0,22931.0,10106.0,22961.0,,manual,True,,0.3762894876472213,0.1440512449802631,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.45122920999999394098_-21.87115328000000147313,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.45122921,-21.87115328,8709.0,2638.0,2639.0,8700.0,2636.0,8715.0,,manual,True,,0.2337650249178235,1.3608900584031556,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.45105970000000183973_-21.86942188000000086845,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.4510597,-21.86942188,8687.0,2637.0,2639.0,8681.0,2636.0,8693.0,,manual,True,,0.2063749138104589,1.3232632675480929,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.45059005000000240670_-21.87307346000000052300,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.45059005,-21.87307346,8729.0,2631.0,2634.0,8717.0,2628.0,8741.0,,manual,True,,0.3183957599950033,1.2972199731011846,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.29135254000000543328_-22.50551052000000140652,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.29135254,-22.50551052,15526.0,953.0,955.0,15520.0,952.0,15533.0,,manual,True,,0.0043409284398359,3.647873865865043,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.57043002999999714575_-22.16033191000000002191,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.57043003,-22.16033191,12935.0,3382.0,3385.0,12927.0,3380.0,12942.0,,manual,True,,0.4784006009180061,0.6306771621938868,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.43440114999999934753_-21.76388178999999922780,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.43440115,-21.76388179,7324.0,2579.0,2583.0,7303.0,2574.0,7344.0,,manual,True,,0.6309055090122235,0.0354376845435357,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.44326510000000496348_-22.20775318999999825564,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.4432651,-22.20775319,12748.0,2348.0,2351.0,12739.0,2346.0,12755.0,,manual,True,,0.9801705596952393,2.106641908017568,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.44446179999999912980_-21.82995208000000175730,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.4444618,-21.82995208,8175.0,2612.0,2614.0,8168.0,2610.0,8181.0,,manual,True,,0.5301409192915387,0.4413017673945062,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.44328487999999310887_-21.83185569999999842139,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.44328488,-21.8318557,8191.0,2602.0,2606.0,8178.0,2598.0,8204.0,,manual,True,,0.6677452197084698,0.3341016008294501,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.41443524000000309115_-22.37856106999999994400,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.41443524,-22.37856107,14684.0,2008.0,2010.0,14678.0,2006.0,14691.0,,ais/manual,False,,2.550135580602197,4.368209942685032,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.46784585000000333821_-22.45369477999999929807,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.46784585,-22.45369478,15939.0,2380.0,2384.0,15923.0,2376.0,15953.0,,manual,True,,0.0359561538431963,2.7250461288810146,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.43761252000000183671_-22.56954246999999824652,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.43761252,-22.56954247,17206.0,2066.0,2068.0,17199.0,2064.0,17212.0,,manual,True,,0.0116953674513919,2.249337525560421,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.44452187000000265016_-21.83534558999999930506,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.44452187,-21.83534559,8240.0,2609.0,2612.0,8233.0,2607.0,8245.0,,manual,True,,0.6001437030911104,0.4918130700851501,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.43694542999999441690_-21.17495764999999963152,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.43694543,-21.17495765,451.0,3012.0,3015.0,445.0,3010.0,458.0,,ais/manual,False,,0.9113543259276712,0.9127074110091364,HIGH
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.40351920999999890682_-22.30412242999999961057,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.40351921,-22.30412243,13697.0,1971.0,1975.0,13678.0,1967.0,13713.0,,manual,True,,0.0152171561216151,2.7520152502307,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.41768537999999466592_-22.19709535999999872047,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.41768538,-22.19709536,12465.0,2154.0,2155.0,12458.0,2152.0,12469.0,,manual,True,,0.5256586647359031,0.2184421371820061,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.41715227999999626718_-22.19642466999999896871,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.41715228,-22.19642467,12453.0,2150.0,2152.0,12446.0,2148.0,12457.0,,manual,True,,0.5268379501684959,0.2842861844498868,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.55681875000000502496_-21.28946558000000166544,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.55681875,-21.28946558,2502.0,3871.0,3875.0,2491.0,3867.0,2512.0,,manual,True,,0.0306958061650042,0.1003799819280254,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.17144747000000393200_-21.71873959999999925685,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.17144747,-21.7187396,5183.0,542.0,543.0,5180.0,541.0,5187.0,,manual,True,,0.1680577212589077,1.2487302822691966,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.42552793000000121992_-22.29099176000000070985,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.42552793,-22.29099176,13667.0,2153.0,2155.0,13661.0,2151.0,13674.0,,manual,True,,0.026540151490558,0.2561506989393785,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.26463628000000483098_-22.88555210999999900423,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.26463628,-22.88555211,20178.0,497.0,501.0,20158.0,492.0,20197.0,,manual,True,,0.0167094719877311,0.9428323294178478,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.40343982000000266908_-22.23886849000000154319,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.40343982,-22.23886849,12892.0,2014.0,2017.0,12884.0,2011.0,12897.0,,manual,True,,0.0071129948388649,1.6851812520680471,LOW
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.40480825999999581200_-22.23613343999999969469,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.40480826,-22.23613344,12867.0,2026.0,2030.0,12853.0,2022.0,12880.0,,manual,True,,0.0049999574900403,1.5430135628878558,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_065.17695960000000354739_-21.72934960999999987052,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,65.1769596,-21.72934961,5347.0,578.0,579.0,5342.0,577.0,5351.0,,manual,True,,0.3463496252995964,1.1005616928343236,MEDIUM
validation,SLC,5c3d986db930f848v,5c3d986db930f848v_066.59958652999999628719_-22.38383556999999868253,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2,2,66.59958653,-22.38383557,21918.0,11364.0,11366.0,21910.0,11361.0,21925.0,,manual,True,,9999.99,9999.99,LOW
